,106.11405
elongated,99.75
elongation,100.0
elongations,80.0
elonites,100.0
elope,75.2
eloped,86.85714
elopement,97.44444
elopements,102.0
eloping,93.666664
eloquence,109.853264
eloquencechancellor,97.0
eloquencecompositions,202.0
eloquenceof,190.0
eloquent,100.72321
eloquently,125.26316
eloquentquintilian,141.0
elot,126.0
eloth,88.666664
elpaal,95.666664
elpalet,70.0
elparan,92.0
elped,70.0
elpenor,94.75
elphenor,100.0
elphinstone,85.875
elphinstonethat,103.0
elrey,133.0
elri,37.0
elriges,98.25
els,119.47059
elsa,140.5
else,102.58027
elseand,86.0
elseas,169.0
elseat,120.0
elseay,92.0
elseburst,170.0
elsebut,94.0
elsecant,160.0
elsechronic,140.0
elsedeserted,89.0
elseeven,67.0
elseevolution,131.0
elsehe,133.0
elsei,85.0
elseif,99.0
elsein,126.0
elseindefinite,134.0
elseit,140.0
elseof,108.5
elseos,123.75
elses,119.666664
elseseneca,107.0
elsesim,56.0
elsesomething,121.0
elsethat,142.0
elsethe,109.0
elsethen,126.5
elsethere,98.5
elsethis,104.0
elseto,38.0
elsewaving,91.0
elsewhere,97.05655
elsewhereat,97.0
elsewhereb,104.0
elsewherehave,112.0
elsewherein,96.0
elsewhereoh,108.0
elsewheresomewhere,98.0
elsewherethough,86.0
elsewherewe,61.0
elsewhich,94.0
elsewhither,131.5
elsewho,128.0
elsewith,105.0
elsewoman,123.0
elsie,98.88461
elsies,68.5
elsinore,89.041664
elsinores,130.0
elssler,104.0
elster,161.0
elswhere,59.0
eltekeh,120.0
eltekon,105.0
eltern,99.2
elth,109.666664
eltham,94.0
elths,98.5
eltolad,93.5
elton,106.098724
eltonjane,160.0
eltonno,81.0
eltons,115.22093
eltonsa,135.0
eltonshe,173.0
eltonshere,80.0
eltonsprobably,134.0
eltonthat,86.0
eltonthe,118.0
eltonthis,94.0
elucidate,98.833336
elucidated,139.4
elucidates,89.0
elucidating,97.666664
elucidation,115.166664
elucidative,86.0
elude,100.875
eluded,95.46875
eludes,109.875
eluding,108.666664
elul,66.0
elumbem,120.0
elusive,104.0
elusivethe,117.0
elusus,123.0
eluzai,157.0
elvers,65.0
elverys,189.0
elves,110.708336
elvish,121.0
elvishmarkd,168.0
elwood,98.0
ely,124.3871
elymas,98.0
elys,96.0
elysee,113.0
elysees,93.46154
elysian,95.625
elysium,86.92857
elysiumregrets,55.0
elzabad,120.0
elzaphan,114.5
elzevir,64.5
em,97.42691
emacem,95.0
emaciated,110.62162
emaciation,107.9
email,153.06166
emanate,97.7
emanated,112.1
emanates,104.0
emanating,107.42857
emanation,96.625
emanations,88.0
emanative,69.0
emancipate,112.14286
emancipated,108.882355
emancipating,72.0
emancipation,101.145164
emancipator,72.0
emanuel,148.0
emare,95.0
emasculate,132.0
emasculated,132.0
emasculates,90.0
emasculating,121.0
emasculation,87.0
emathia,98.0
emathian,46.0
emathias,122.0
emautan,129.0
emaux,110.0
embado,84.0
embaidora,214.0
embajada,99.8
embajadas,103.5
embajador,117.2
emballing,114.0
embalm,95.57143
embalmd,119.0
embalmed,96.44444
embalming,92.833336
embalms,87.0
embalon,138.0
embanking,142.0
embankment,91.0
embankments,89.0
embarazada,75.0
embarazado,95.0
embarazara,94.0
embarazo,127.0
embarazos,108.0
embarazoso,113.0
embarc,74.0
embarcadero,83.0
embarcan,120.0
embarcar,116.666664
embarcarlos,69.0
embarcarme,67.0
embarcarnos,104.5
embarcarse,119.333336
embarcation,109.0
embargo,95.6
embargoes,85.0
embark,87.382355
embarkation,77.6
embarkd,86.0
embarked,90.208336
embarking,106.42857
embarks,83.2
embarquement,128.0
embarquements,105.0
embarqume,116.0
embarra,48.0
embarrass,109.0
embarrassd,141.0
embarrassed,98.23649
embarrassedgod,181.0
embarrassedhe,93.0
embarrassementale,282.0
embarrasses,81.666664
embarrassing,107.121216
embarrassment,104.213234
embarrassmentafter,97.0
embarrassmentale,241.0
embarrassmentbut,122.0
embarrassments,107.0625
embarrassmentthe,59.0
embarrassmentwhether,117.0
embassade,68.0
embassage,85.42857
embassie,47.0
embassies,104.77778
embassy,97.54
embattailed,95.0
embatteld,212.0
embattelld,78.0
embattld,97.0
embattle,75.0
embattled,97.5
embattling,80.5
embaulaban,106.0
embaulando,100.0
embaular,110.0
embayd,71.0
embayed,145.0
embaz,86.0
embe,142.0
embeastly,127.0
embeban,70.0
embebecido,95.5
embeber,88.0
embebido,89.5
embedded,98.78571
embedding,66.0
embelecadores,175.0
embeleco,83.333336
embelecos,100.0
embelesada,164.0
embelesado,117.5
embelesamiento,115.666664
embellish,102.181816
embellished,114.25
embellishes,180.0
embellishing,79.0
embellishment,104.07692
embellishments,98.26667
ember,140.0
embers,89.94546
embestido,119.5
embestimos,123.0
embestir,88.125
embestirle,90.0
embestirse,109.0
embezzle,85.0
embezzled,66.0
embezzlement,166.0
embezzling,199.0
embista,167.5
embisten,128.0
embisti,86.0
embistiera,94.0
embitter,127.6
embittered,108.666664
embittering,34.0
embitters,95.0
emblaze,102.0
emblazed,99.333336
emblazond,167.0
emblazoned,100.8
emblazonings,108.0
emblazoningthe,101.0
emblem,89.58064
emblematic,163.0
emblematical,100.5
emblems,106.0
emblemship,68.0
emblica,111.0
embobado,91.5
embobados,113.0
embocar,70.0
embodied,95.55
embodies,104.5
embodiment,87.052635
embodiments,142.0
embody,97.85714
embodying,117.25
embolden,112.25
emboldend,117.0
emboldened,106.16
emboldener,55.0
emboldeneth,45.0
emboldens,98.0
emboldnd,115.0
emboldned,81.0
embols,97.0
embon,99.0
embonpoint,134.0
embosc,112.0
emboscar,62.666668
emboscarse,74.0
emboscasen,58.0
embosomed,126.666664
embosque,129.0
embossd,106.125
embossed,122.4
embossings,171.0
embost,89.0
embot,112.0
embota,101.0
embotan,82.0
embouchure,109.0
embouchures,125.0
embounded,106.0
embowed,82.0
embowel,103.0
emboweld,123.0
embowelld,102.0
embowelled,96.0
embowerd,164.5
embowered,118.333336
embowering,143.0
embozada,82.0
embozado,152.0
embozarse,116.0
embozo,101.25
embracd,94.583336
embrace,93.847694
embraced,100.65878
embracemadame,91.0
embracement,107.5
embracements,104.6
embraces,102.718956
embracesah,92.0
embracest,64.5
embraceth,144.0
embracing,110.09091
embracings,120.28571
embraided,79.0
embrasure,88.666664
embrasures,116.25
embraz,108.166664
embrazado,94.0
embrazando,100.6
embrence,85.0
embrenche,54.0
embrocation,110.5
embrocations,87.0
embroider,101.25
embroiderd,107.625
embroidered,119.67021
embroiderer,78.0
embroiderers,100.0
embroideries,91.5
embroidering,108.0
embroiders,124.0
embroidery,114.89744
embroil,96.25
embroiled,111.4
embrownd,108.0
embrowned,119.0
embrowning,112.0
embrued,85.5
embrun,83.6
embruted,96.0
embryo,98.57895
embryologists,64.0
embryon,136.0
embryonic,121.666664
embryos,80.0
embuste,114.75
embustero,123.5
embusteros,110.0
embustes,104.125
embutirse,45.0
emby,107.0
emend,42.0
emendar,215.0
emendarme,131.0
emendation,103.318184
emendations,104.454544
emended,77.666664
emending,84.0
emends,90.0
emerald,89.93458
emeraldgartered,148.0
emeraldgreen,86.0
emeralds,112.3
emeraults,128.0
emerencia,102.5
emerge,95.97143
emerged,102.05294
emergence,96.333336
emergencies,98.97222
emergency,96.5814
emergencyby,178.0
emergent,113.0
emergepossibly,62.0
emerges,98.21429
emergesby,79.0
emerging,104.73913
emergingthe,97.0
emerods,83.875
emersion,85.5
emersisse,155.0
emerson,101.57143
emersons,102.0
emery,111.0
emetic,109.0
emeticis,55.0
emfrwn,88.666664
emhow,63.0
emhracing,55.0
emicant,149.0
emienda,139.5
emiende,115.0
emiendes,113.0
emigrant,83.96154
emigrants,109.2
emigrate,96.666664
emigrated,85.4
emigrating,117.0
emigration,126.666664
emigrations,151.0
emigre,111.6
emigree,139.0
emigres,76.0
emil,100.25
emile,149.0
emilia,94.51678
emilie,69.0
emilius,131.33333
emily,106.36364
emilyas,142.0
emilys,100.8
emims,82.0
eminence,96.16923
eminences,116.2
eminency,76.0
eminent,103.895164
eminente,112.75
eminently,106.03571
emins,103.0
emir,99.75
emirs,76.0
emissa,104.0
emissaries,105.666664
emissariesone,88.0
emissary,109.545456
emission,93.03571
emissions,98.2
emit,99.76923
emitbut,61.0
emited,178.0
emits,120.25
emitted,110.53333
emittere,197.0
emitting,100.1
emma,108.456955
emmaa,151.0
emmaand,83.0
emmabut,117.666664
emmacannot,84.0
emmadiffering,96.0
emmaemma,74.0
emmafortunate,70.0
emmai,126.0
emmaits,190.0
emmanothing,153.0
emmanuel,112.96512
emmanueljuliefarewell,178.0
emmanuels,165.33333
emmaoffended,164.0
emmaquite,110.0
emmas,117.7013
emmashe,150.0
emmatell,89.0
emmaus,120.0
emmawhat,81.0
emmayou,139.5
emmeline,113.2
emmelines,122.0
emmet,115.25
emmets,121.333336
emmor,50.0
emmy,141.0
emmythey,124.0
emnity,105.0
emnot,138.0
emo,82.0
emodi,58.0
emollients,132.0
emolument,105.166664
emolumento,116.0
emoluments,93.30769
emom,81.0
emonez,128.0
emory,217.66667
emota,228.0
emotion,104.46578
emotional,110.1625
emotionalised,81.0
emotionalism,102.0
emotionally,155.0
emotionmy,97.0
emotionno,97.0
emotions,105.39899
emotionsir,82.0
empaarse,105.0
empachados,60.0
empache,113.0
empacho,110.333336
empalaba,125.0
empalado,47.0
empale,124.0
empanada,90.5
empannelled,105.0
empapado,93.0
emparedado,159.0
empbuonaparte,90.0
empe,105.0
empeado,89.0
empeando,99.0
empedernido,144.5
empedocles,110.46154
empedrados,93.0
empedrarle,135.0
emperador,105.354164
emperadores,110.38461
emperals,76.0
emperante,99.0
emperatrices,132.0
emperatriz,73.6
emperess,92.25
empereur,112.0
emperial,130.0
empero,127.0
emperor,96.51277
emperorand,89.0
emperorcaesar,131.0
emperorcharles,66.0
emperorfrantically,69.0
emperorhe,104.0
emperorleclerc,91.0
emperormore,75.0
emperormost,164.0
emperorpresident,182.0
emperors,105.206474
emperorsthat,38.0
emperorsthe,69.0
emperorthe,98.0
emperorwithout,77.0
emperour,95.29412
emperours,102.13333
empery,102.833336
empewah,74.0
empewo,94.0
empezca,118.0
empfahl,118.0
empfand,138.75
empfangen,119.5
empfanges,115.0
empfindung,123.5
empfing,122.0
emphases,97.0
emphasis,100.86735
emphasise,106.0
emphasised,98.888885
emphasising,129.0
emphasize,81.333336
emphasized,101.0
emphasizes,106.0
emphasizing,106.35294
emphatic,106.02941
emphatical,115.0
emphatically,104.06944
emphyteuses,92.0
empia,32.0
empie,76.0
empinaba,89.0
empinadas,127.0
empinndola,76.0
empir,136.0
empire,93.42727
empireany,70.0
empirehow,85.0
empires,103.888885
empirethat,67.0
empirethe,97.0
empirewhat,57.0
empiric,85.0
empirical,121.333336
empirically,93.0
empiricists,80.0
empirics,99.5
empiricus,257.0
empiricutic,69.0
emplastado,91.0
emplastaron,135.0
emplastos,88.0
empleached,126.0
empleada,113.333336
empleadas,154.0
empleado,132.33333
empleados,94.0
empleadsima,147.0
empleando,98.0
emplear,80.0
emplearn,121.0
employ,91.333336
employd,99.591835
employed,101.847694
employeda,93.0
employedfaria,123.0
employedin,140.0
employee,85.296295
employees,171.84158
employer,89.1
employerhow,72.0
employers,103.78261
employes,122.0
employest,107.0
employing,103.05173
employment,97.31269
employmentas,170.0
employments,109.12346
employmentsfull,106.0
employmentsthe,112.0
employs,97.91428
empobrecieron,118.0
empoison,119.0
empoisond,59.0
empoli,126.5
empor,117.2
emporgeschleudert,84.0
emporhob,77.0
emporium,100.0
emporrichtete,96.0
emporschnellte,129.0
emporstanden,85.0
emporstieg,192.0
empower,79.5
empowered,95.71429
empowering,86.0
empowers,87.4
empozarme,76.0
empperor,50.0
emprear,150.0
empreara,69.5
empreastes,97.0
emprendella,150.0
emprender,103.0
emprendido,114.0
emprenta,94.0
emprentas,100.5
empresa,118.25926
empresas,95.0
empress,95.24742
empressement,101.0
empresses,143.0
emprincipio,83.0
emprise,97.875
empriseenterprise,263.0
emprises,87.0
emptie,91.0
emptied,99.36975
emptier,79.333336
emptiers,91.0
empties,98.78571
emptiest,108.0
emptily,109.0
emptiness,97.36364
emptinessall,96.0
emptorem,94.0
empty,97.603424
emptyand,114.0
emptycome,130.0
emptyd,158.0
emptyhanded,107.5
emptyhandedness,79.0
emptyhandedthey,109.0
emptyheaded,104.0
emptyhearted,66.0
emptying,113.29412
emptypocket,122.0
empu,58.5
empuadura,99.0
empuando,148.0
empuar,114.5
empujaba,63.0
empujn,102.0
empurpled,96.5
empyreal,103.666664
empyrean,87.71429
empyreum,94.0
emrald,110.5
emrot,73.0
ems,91.2
emscattered,150.0
emseven,92.0
emsig,123.0
emthat,67.0
emthey,56.5
emtrireme,89.0
emulate,90.125
emulated,94.25
emulating,108.25
emulation,98.608696
emulations,128.0
emulative,106.0
emulator,140.5
emulous,90.416664
emulously,79.0
emulsion,91.0
emulsions,165.0
emunctae,118.0
emunctory,108.0
emyes,70.0
en,114.98984
enable,95.1466
enabled,91.81347
enables,95.31707
enabling,103.066666
enact,87.117645
enacted,94.075
enacting,95.4
enaction,89.0
enactment,106.75
enactments,116.44444
enacts,119.25
enactures,132.0
enajenado,41.0
enalbard,93.0
enalbardado,140.5
enalbardando,85.0
enalbardase,95.5
enam,178.0
enamel,98.6
enameld,152.0
enamelld,99.75
enamelled,117.9
enamelnot,52.0
enamels,157.0
enamor,87.1
enamora,155.5
enamorada,114.4375
enamoradas,132.0
enamorado,109.36667
enamorados,96.6
enamoran,149.0
enamorar,86.5
enamoraron,131.0
enamorarse,168.0
enamorasen,109.0
enamore,78.0
enamored,98.666664
enamorla,96.0
enamorme,154.0
enamour,78.0
enamourd,109.13333
enamoured,95.052635
enamourned,86.0
enan,45.8
enanmourd,98.0
enano,112.833336
enanos,131.0
enarbol,94.0
enarbolando,161.0
enarc,103.0
enarcando,126.0
enarcar,117.0
enarrant,109.0
encadenados,93.333336
encaj,109.666664
encaja,131.8
encajaba,143.0
encajada,111.0
encajado,101.0
encajador,81.0
encajados,53.0
encajallo,110.0
encajar,79.333336
encajaron,106.0
encajarse,90.0
encaje,84.0
encajndole,58.0
encajrsela,138.0
encalabrin,112.0
encambronado,90.0
encamin,102.125
encamina,122.5
encaminaba,80.5
encaminaban,88.71429
encaminadas,99.8
encaminado,89.0
encaminados,74.0
encaminan,141.5
encaminando,104.2
encaminar,89.4
encaminara,138.0
encaminare,131.0
encaminarlos,135.0
encaminaron,66.333336
encaminase,95.5
encamine,116.0
encaminen,100.0
encaminis,138.0
encamino,77.0
encaminse,58.0
encamisado,103.0
encamisados,100.27273
encamp,91.7619
encampd,111.6
encamped,105.41818
encampeth,77.0
encamping,126.0
encampment,96.0
encampments,98.0
encampt,114.0
encant,97.333336
encanta,105.5
encantada,112.9
encantadas,118.666664
encantado,102.625
encantador,115.71429
encantadora,106.5
encantadores,115.63492
encantados,109.833336
encantamento,98.48485
encantamentos,106.882355
encantan,101.666664
encantar,81.0
encantaron,134.0
encanten,69.0
encanto,89.28571
encantorio,91.0
encantos,100.083336
encantronla,160.0
encaradas,125.0
encaramar,131.0
encarece,108.0
encarecella,104.0
encarecen,131.0
encarecer,109.666664
encarecerlas,150.0
encarecerlo,100.5
encarecerlos,126.5
encarecerte,142.0
encareci,61.0
encarecida,86.0
encarecidamente,126.71429
encareciendo,82.0
encarecimiento,110.0
encarecimientos,110.0
encarg,117.0
encargaba,79.0
encargaban,124.0
encargado,94.0
encargando,123.0
encargara,129.0
encargase,174.0
encargles,122.0
encargndolas,84.0
encargndole,110.5
encargndonos,126.0
encargo,117.0
encargrmelo,157.0
encargse,127.0
encarguemos,194.0
encarnada,69.0
encarnadas,103.0
encarnado,88.0
encarnizados,98.0
encased,115.181816
encasing,130.0
encasquetse,115.0
encastilladas,49.0
encaustic,177.0
encave,157.0
enceinte,81.5
enceinteher,256.0
enceladus,113.0
encenda,58.666668
encender,75.2
encenderle,90.0
encenderme,58.0
encenderse,116.0
encendi,130.0
encendida,89.166664
encendidas,108.0
encendido,106.0
encendidos,108.0
encendiendo,67.0
encendisele,110.0
enceradas,140.0
encerados,111.0
encerr,75.57143
encerraba,109.4
encerraban,87.0
encerrada,90.333336
encerradas,115.0
encerrado,123.84615
encerrados,127.6
encerramiento,95.5
encerrando,96.0
encerrar,84.0
encerrarle,154.0
encerrarlo,118.0
encerrarme,111.5
encerraron,127.333336
encerrarse,110.0
encerrase,92.333336
encerrasen,77.0
encerrndole,81.0
encerrndose,50.0
encerrronse,111.0
encerrse,58.0
enchafd,81.0
enchafed,81.0
enchain,148.0
enchaind,68.0
enchained,135.0
enchains,145.0
enchance,135.0
enchant,87.86667
enchanted,91.77027
enchanter,94.088234
enchanters,101.73913
enchantersbut,144.0
enchanting,100.38461
enchantingly,97.5
enchantingthe,99.0
enchantment,86.194176
enchantments,101.09434
enchantmentsthat,57.0
enchantress,89.19231
enchantresses,104.0
enchants,81.666664
enchasd,114.0
enchased,73.5
encheiridion,149.0
enciende,64.5
encienteshe,135.0
encierra,100.85
encierran,84.14286
encierre,72.0
encierren,110.0
encierro,83.5
encima,104.43636
encina,86.23529
encinar,99.0
encinas,133.5
encinta,87.0
encircle,97.73333
encircled,102.59524
encircles,123.333336
encirclest,85.0
encircleth,105.0
encircling,105.94444
encirrate,74.0
encjenme,171.0
encke,117.0
enckes,91.5
enclap,196.0
enclavijadas,107.0
enclavrsela,112.0
enclind,79.5
encline,69.5
enclined,103.85714
enclines,149.0
enclineth,95.166664
enclos,99.0
enclosd,120.22222
enclose,92.0
enclosed,92.57143
encloser,50.0
enclosers,72.0
encloses,89.22222
encloseth,87.0
enclosing,102.17857
enclosure,92.21978
enclosures,111.68421
enclouded,73.0
encoding,107.833336
encoffined,115.0
encoga,93.0
encoge,135.0
encogemos,92.0
encoger,118.0
encogi,115.333336
encogida,80.0
encogido,135.0
encogiera,129.0
encojan,111.0
encolerizado,77.0
encomend,121.5
encomendaba,86.0
encomendadlo,118.0
encomendado,155.0
encomendados,69.0
encomendar,53.0
encomendarle,105.0
encomendarme,88.0
encomendarnos,65.5
encomendaros,76.0
encomendarse,99.5
encomendasen,56.0
encomendmoslo,74.0
encomendndonos,88.0
encomendndose,88.2
encomiasts,95.0
encomienda,72.0
encomiendan,73.0
encomiende,99.0
encomiendo,118.0
encomindalo,52.0
encomindate,120.0
encomindeme,89.0
encomindenme,72.0
encomindole,74.0
encomium,120.0
encomiums,103.111115
encompass,85.166664
encompassd,101.36364
encompassed,101.71875
encompasses,84.0
encompasseth,113.0
encompassing,123.2
encompassment,103.0
encomtum,65.0
enconar,80.0
encontinente,111.0
encontr,90.5
encontraba,107.0
encontrado,132.71428
encontramos,111.0
encontrar,99.888885
encontrara,85.0
encontrare,172.0
encontrarse,91.0
encontrase,96.0
encontrasen,89.0
encontrndose,85.5
encore,128.28572
encored,102.5
encores,93.5
encoring,97.0
encorporados,70.0
encorporal,48.0
encorvamiento,115.0
encounter,94.139786
encounterd,76.0
encountered,98.755684
encounteredthere,112.0
encounterer,115.0
encountering,102.23077
encounters,98.7619
encountersboth,103.0
encountersfurrowed,101.0
encountred,87.0
encountring,117.666664
encouragd,94.5
encourage,88.77397
encouraged,102.458336
encouragedsuch,80.0
encouragement,97.589554
encouragementi,200.0
encouragements,89.42857
encouragementsir,161.0
encourager,83.0
encouragers,76.0
encourages,93.09091
encourageth,80.0
encouraging,104.05825
encouragingly,103.69231
encreasd,155.0
encrease,102.125
encreased,138.625
encreases,91.0
encreaseth,124.5
encreasing,132.0
encrimsoned,110.5
encroach,105.72727
encroached,124.85714
encroaches,93.5
encroachi,66.0
encroaching,112.666664
encroachment,96.888885
encroachments,111.375
encroacht,77.0
encrucejadas,118.0
encrucijadas,93.8
encrustations,83.0
encrusted,87.0
encrusting,97.0
encrusts,138.0
encuadernado,81.0
encuadernados,152.0
encubertadas,133.0
encubierta,93.25
encubiertas,144.0
encubierto,121.666664
encubiertos,100.666664
encubra,83.57143
encubras,69.0
encubre,79.6
encubren,94.666664
encubri,78.0
encubriendo,118.0
encubriera,110.5
encubrindosela,84.0
encubrir,98.75
encubrirle,65.0
encubrirles,94.0
encubrirlo,97.5
encubrirme,85.0
encubrirse,148.0
encubrirte,112.0
encubrrsela,50.0
encubrs,77.0
encuentra,103.5
encuentran,126.0
encuentren,86.0
encuentro,105.09091
encuentros,95.8
enculage,73.5
enculant,106.0
enculed,124.0
enculeuse,109.0
encumber,92.117645
encumberd,106.5
encumbered,109.789474
encumbering,118.0
encumbers,95.5
encumbrada,113.5
encumbrance,76.53846
encumbrances,90.0
encumbred,67.0
encumbres,123.0
encuntrase,67.0
encycl,151.0
encyclopaedia,104.0
encyclopaedias,113.5
encyclopaedic,92.333336
encyclopdia,131.0
encyclopedia,107.5
encyclopedias,184.0
encyclopedists,66.0
end,84.03036
endaimonia,142.0
endall,69.666664
endamage,86.333336
endamagement,93.0
endamaging,138.0
endammaged,122.0
endanger,104.48
endangerd,134.5
endangered,94.5
endangereth,95.0
endangering,99.833336
endangers,145.5
endart,66.0
endbut,64.0
endcan,104.0
endcoleridge,118.0
endday,96.5
ende,131.46153
endear,69.25
endeard,121.75
endeared,97.31579
endearing,101.62857
endearingly,117.0
endearment,114.181816
endearments,96.965515
endears,76.0
endeavor,85.54082
endeavored,95.3625
endeavoring,93.586205
endeavors,102.37143
endeavour,93.546394
endeavourd,116.4
endeavoured,90.21472
endeavoureth,110.75
endeavouring,91.94309
endeavourrousseau,76.0
endeavours,93.05882
endeble,59.0
endechaderas,99.0
endechando,146.0
endechas,153.5
ended,99.36207
endeda,99.0
endedas,77.0
endedit,145.0
endell,86.0
endemic,151.0
endemoniada,108.0
endemoniado,73.0
endemoniados,118.0
ender,80.0
enderbies,75.0
enderby,83.28571
enderbys,152.0
endercese,116.5
enderece,89.0
endereza,116.25
enderezado,156.0
enderezador,107.0
enderezando,96.25
enderezar,104.8
enderezarse,90.0
enderezase,99.0
enderezndole,133.0
enderezo,107.0
endest,98.0
endete,89.5
endeth,93.0
endeven,83.0
endevord,107.0
endevoring,147.0
endhe,98.0
endhorace,69.0
endhow,101.0
endiablada,141.0
endiabladas,103.0
endiablados,106.5
endicott,212.0
ending,100.77536
endingand,34.0
endings,96.25
endit,60.0
endite,67.0
endits,92.0
endive,153.0
endless,113.11702
endlesse,79.0
endlessly,114.63636
endlessness,81.0
endlessnessnessness,58.0
endlich,112.21951
endmay,93.0
endnotes,103.5
endone,117.0
endor,81.333336
endormeurs,130.0
endorse,51.0
endorsed,85.25
endorsement,95.5
endorsements,112.0
endorses,97.5
endorsing,185.5
endow,90.07143
endowd,92.4
endowed,98.3271
endowedin,174.0
endowing,117.0
endowment,97.15385
endowments,98.111115
endowmentthat,65.0
endows,103.0
endrhyme,109.0
endriago,90.0
endriagos,154.5
endrigos,63.0
ends,94.634865
endsends,102.0
endsthat,109.0
endsthe,104.0
endthe,144.5
endthen,111.0
endthey,66.0
endtoend,120.0
endud,124.125
endue,113.166664
endued,95.13333
endues,116.0
endurable,85.4
endurableor,96.0
endurance,106.27143
enduranceacknowledged,94.0
endurances,122.0
endurd,93.31579
endure,90.7619
endureca,116.0
endurecida,73.0
endurecidas,61.0
endurecido,111.0
endurecidos,107.0
endured,94.425285
enduredthan,87.0
enduredthe,84.0
endureeven,101.0
endureor,113.0
endurer,143.0
endures,90.13333
endureth,93.19697
endureto,104.0
endureyou,57.0
enduring,102.98305
enduringly,161.0
endurst,132.0
enduseless,155.0
endways,130.0
endwise,116.5
endyet,161.0
endymion,109.4
endymionwith,96.0
ene,90.5
enea,71.0
eneas,129.0
eneglaim,95.0
enema,111.0
enemas,98.0
enemie,95.53846
enemies,96.60448
enemiesgood,68.0
enemieshidden,102.0
enemiesthat,80.0
enemiesto,43.0
enemiga,93.416664
enemigas,86.0
enemigo,110.09524
enemigos,107.16327
enemistad,108.0
enemy,91.4152
enemyaeneid,77.0
enemyan,190.0
enemyes,84.0
enemyit,94.5
enemyon,132.0
enemys,97.68939
enemyship,114.0
enemythat,107.0
enemyto,98.0
enemyvalerius,130.0
enemywith,93.0
enendons,79.0
energetic,108.026085
energetically,107.416664
energies,103.82692
energiesit,67.0
energique,114.0
energisch,83.0
energumeni,102.0
energy,106.875
energyall,78.0
energybased,143.0
energybut,101.5
energyif,51.0
energymarseilles,85.0
energyor,76.0
energythough,122.0
enernies,60.0
enervate,97.8
enervated,103.333336
enervates,135.5
enervating,101.833336
enervation,85.333336
enervationso,134.0
enerved,91.0
eneuch,99.0
eneugh,81.0
enew,75.0
enfada,115.0
enfadan,113.0
enfadar,140.5
enfadaros,61.0
enfadase,60.0
enfade,67.0
enfaden,67.0
enfadis,82.0
enfado,113.8
enfadosa,88.333336
enfadosas,72.0
enfadoso,58.0
enfant,136.25
enfants,100.0
enfantsrouges,69.5
enfeeble,110.666664
enfeebled,114.0
enfeeblement,93.0
enfeebles,97.5
enfeebling,106.0
enfeoffd,134.0
enferma,151.8
enfermedad,107.25
enfermedades,100.5
enfermiza,144.0
enfermo,113.85714
enfermos,52.0
enfers,66.0
enfetterd,55.0
enfield,90.23529
enfielddr,166.0
enfields,99.0
enfiler,158.5
enfin,91.0
enflamd,118.0
enflame,93.75
enflamed,99.0
enflaming,93.666664
enflaquece,156.0
enfold,108.0
enfolded,76.0
enfolders,86.0
enfoldest,99.0
enfolding,83.0
enfoldings,74.0
enforcd,94.8125
enforce,95.08696
enforced,108.645164
enforcedly,90.0
enforcement,93.0
enforces,108.0
enforcest,135.0
enforcing,102.38461
enforct,56.0
enforme,62.333332
enformed,125.0
enfra,43.0
enframed,117.0
enfranched,139.0
enfranchisd,98.75
enfranchise,89.6
enfranchised,87.125
enfranchisement,108.3
enfrasc,57.0
enfreed,59.0
enfreedoming,90.0
enfren,84.0
enfrena,124.0
enfrenada,85.0
enfrenase,121.0
enfriaba,118.0
enfriar,104.0
enfriase,96.5
eng,123.0
enga,92.5
engaa,94.0
engaaba,131.0
engaaban,87.0
engaada,105.666664
engaado,117.57895
engaador,71.0
engaados,120.25
engaan,121.0
engaando,155.0
engaar,116.375
engaarme,123.0
engaarnos,86.0
engaarte,119.0
engaas,92.666664
engadine,146.0
engae,112.0
engaes,71.5
engagd,90.77273
engage,89.700424
engaged,96.32195
engagedbut,77.0
engagedit,141.0
engagednay,110.0
engagement,100.99088
engagementa,149.0
engagementcome,65.0
engagementhad,51.0
engagementhis,109.0
engagements,107.15534
engagementsin,64.0
engagementwhat,138.0
engages,90.63158
engaging,109.056816
engagingnot,133.0
engaifas,111.0
engais,80.5
engandonos,151.0
engannim,108.666664
engano,99.0
engao,87.73529
engaold,145.0
engaos,132.0
engaosa,111.0
engaoso,83.0
engase,95.0
engastado,99.0
engastados,99.0
engaste,86.333336
enge,117.0
engedi,111.833336
engel,59.0
engelkinder,81.0
engels,130.5
engelsgesicht,89.0
engen,98.0
engender,113.57143
engenderd,63.5
engendered,111.6129
engenderedpersius,84.0
engendering,124.0
engenders,122.8
engendr,99.888885
engendra,96.0
engendrada,91.0
engendrado,133.0
engendran,82.5
engendrando,117.0
engendrar,116.0
engendraren,41.0
engendraron,115.0
engendre,154.0
engendred,88.666664
engendring,72.0
engenies,122.0
enger,83.0
engerl,120.0
enghien,147.0
engilds,67.0
engin,80.0
engine,97.177086
enginebells,93.0
engined,159.0
enginedriver,110.2
engineer,106.666664
engineered,124.0
engineering,122.6
engineeringthat,85.0
engineers,108.17647
engineersto,147.0
enginepumps,135.0
enginer,53.0
engines,104.983604
enginesgoing,102.0
enginethe,126.0
enginrie,135.0
engins,101.2
engirdled,110.0
engirt,114.5
engirth,52.5
england,98.45069
englanda,125.0
englandand,97.0
englandengages,102.0
englander,66.2
englandevery,177.0
englandhe,59.0
englandhears,91.0
englandhis,99.0
englandin,66.0
englandit,125.0
